"","x"
"11428","c(-0.452238709527608, 0.999257042991835)"
"11429","c(-0.452238709527608, 0.999257042991835)"
"11430","c(-0.452238709527608, 0.999257042991835)"
"11431","c(-0.452238709527608, 0.999257042991835)"
"11432","c(-0.452238709527608, 0.999257042991835)"
"11433","c(-0.452238709527608, 0.999257042991835)"
"11434","c(-0.452238709527608, 0.999257042991835)"
"11435","c(-0.452238709527608, 0.999257042991835)"
"11436","c(-0.452238709527608, 0.999257042991835)"
"11437","c(-0.452238709527608, 0.999257042991835)"
"11438","c(-0.452238709527608, 0.999257042991835)"
"11439","c(-0.452238709527608, 0.999257042991835)"
"11440","c(-0.452238709527608, 0.999257042991835)"
"11441","c(-0.452238709527608, 0.999257042991835)"
"11442","c(-0.452238709527608, 0.999257042991835)"
"11443","c(-0.452238709527608, 0.999257042991835)"
"11444","c(-0.452238709527608, 0.999257042991835)"
"11445","c(-0.452238709527608, 0.999257042991835)"
"11446","c(-0.452238709527608, 0.999257042991835)"
"11447","c(-0.452238709527608, 0.999257042991835)"
"11448","c(-0.452238709527608, 0.999257042991835)"
"11449","c(-0.452238709527608, 0.999257042991835)"
"11450","c(-0.452238709527608, 0.999257042991835)"
"11451","c(-0.452238709527608, 0.999257042991835)"
"11452","c(-0.452238709527608, 0.999257042991835)"
"11453","c(-0.452238709527608, 0.999257042991835)"
"11454","c(-0.452238709527608, 0.999257042991835)"
"11455","c(-0.452238709527608, 0.999257042991835)"
"11456","c(-0.726881392153509, 0.997546493450028)"
"11457","c(-0.726881392153509, 0.997546493450028)"
"11458","c(-0.726881392153509, 0.997546493450028)"
"11459","c(-0.726881392153509, 0.997546493450028)"
"11460","c(-0.726881392153509, 0.997546493450028)"
"11461","c(-0.726881392153509, 0.997546493450028)"
"11462","c(-0.726881392153509, 0.997546493450028)"
"11463","c(-0.726881392153509, 0.997546493450028)"
"11464","c(-0.726881392153509, 0.997546493450028)"
"11465","c(-0.726881392153509, 0.997546493450028)"
"11466","c(-0.726881392153509, 0.997546493450028)"
"11467","c(-0.726881392153509, 0.997546493450028)"
"11468","c(-0.726881392153509, 0.997546493450028)"
"11469","c(-0.726881392153509, 0.997546493450028)"
"11470","c(-0.726881392153509, 0.997546493450028)"
"11471","c(-0.726881392153509, 0.997546493450028)"
"11472","c(-0.726881392153509, 0.997546493450028)"
"11473","c(-0.726881392153509, 0.997546493450028)"
"11474","c(-0.726881392153509, 0.997546493450028)"
"11475","c(-0.726881392153509, 0.997546493450028)"
"11476","c(-0.726881392153509, 0.997546493450028)"
"11477","c(-0.726881392153509, 0.997546493450028)"
"11478","c(-0.726881392153509, 0.997546493450028)"
"11479","c(-0.726881392153509, 0.997546493450028)"
"11480","c(-0.726881392153509, 0.997546493450028)"
"11481","c(-0.726881392153509, 0.997546493450028)"
"11482","c(-0.726881392153509, 0.997546493450028)"
"11483","c(-0.726881392153509, 0.997546493450028)"
"11484","c(-0.726881392153509, 0.997546493450028)"
"11485","c(-0.726881392153509, 0.997546493450028)"
"11486","c(-0.726881392153509, 0.997546493450028)"
"11487","c(-0.726881392153509, 0.997546493450028)"
"11488","c(-0.726881392153509, 0.997546493450028)"
"11489","c(-0.726881392153509, 0.997546493450028)"
"11490","c(-0.726881392153509, 0.997546493450028)"
"11491","c(-0.726881392153509, 0.997546493450028)"
"11492","c(-0.682203006867643, 0.99878443142713)"
"11493","c(-0.682203006867643, 0.99878443142713)"
"11494","c(-0.682203006867643, 0.99878443142713)"
"11495","c(-0.682203006867643, 0.99878443142713)"
"11496","c(-0.682203006867643, 0.99878443142713)"
"11497","c(-0.682203006867643, 0.99878443142713)"
"11498","c(-0.682203006867643, 0.99878443142713)"
"11499","c(-0.682203006867643, 0.99878443142713)"
"11500","c(-0.682203006867643, 0.99878443142713)"
"11501","c(-0.682203006867643, 0.99878443142713)"
"11502","c(-0.682203006867643, 0.99878443142713)"
"11503","c(-0.682203006867643, 0.99878443142713)"
"11504","c(-0.682203006867643, 0.99878443142713)"
"11505","c(-0.682203006867643, 0.99878443142713)"
"11506","c(-0.682203006867643, 0.99878443142713)"
"11507","c(-0.682203006867643, 0.99878443142713)"
"11508","c(-0.682203006867643, 0.99878443142713)"
"11509","c(-0.682203006867643, 0.99878443142713)"
"11510","c(-0.682203006867643, 0.99878443142713)"
"11511","c(-0.682203006867643, 0.99878443142713)"
"11512","c(-0.682203006867643, 0.99878443142713)"
"11513","c(-0.682203006867643, 0.99878443142713)"
"11514","c(-0.682203006867643, 0.99878443142713)"
"11515","c(-0.682203006867643, 0.99878443142713)"
"11516","c(-0.682203006867643, 0.99878443142713)"
"11517","c(-0.682203006867643, 0.99878443142713)"
"11518","c(-0.682203006867643, 0.99878443142713)"
"11519","c(-0.682203006867643, 0.99878443142713)"
"11520","c(-0.682203006867643, 0.99878443142713)"
"11521","c(-0.682203006867643, 0.99878443142713)"
"11522","c(-0.682203006867643, 0.99878443142713)"
"11523","c(-0.682203006867643, 0.99878443142713)"
"11524","c(-0.682203006867643, 0.99878443142713)"
"11525","c(-0.682203006867643, 0.99878443142713)"
"11526","c(-0.682203006867643, 0.99878443142713)"
"11527","c(-0.682203006867643, 0.99878443142713)"
"11528","c(-0.452238709527608, 0.999257042991835)"
"11529","c(-0.452238709527608, 0.999257042991835)"
"11530","c(-0.452238709527608, 0.999257042991835)"
"11531","c(-0.452238709527608, 0.999257042991835)"
"11532","c(-0.452238709527608, 0.999257042991835)"
"11533","c(-0.452238709527608, 0.999257042991835)"
"11534","c(-0.452238709527608, 0.999257042991835)"
"11535","c(-0.452238709527608, 0.999257042991835)"
"11536","c(-0.452238709527608, 0.999257042991835)"
"11537","c(-0.452238709527608, 0.999257042991835)"
"11538","c(-0.452238709527608, 0.999257042991835)"
"11539","c(-0.452238709527608, 0.999257042991835)"
"11540","c(-0.452238709527608, 0.999257042991835)"
"11541","c(-0.452238709527608, 0.999257042991835)"
"11542","c(-0.452238709527608, 0.999257042991835)"
"11543","c(-0.452238709527608, 0.999257042991835)"
"11544","c(-0.452238709527608, 0.999257042991835)"
"11545","c(-0.452238709527608, 0.999257042991835)"
"11546","c(-0.452238709527608, 0.999257042991835)"
"11547","c(-0.452238709527608, 0.999257042991835)"
"11548","c(-0.452238709527608, 0.999257042991835)"
"11549","c(-0.452238709527608, 0.999257042991835)"
"11550","c(-0.452238709527608, 0.999257042991835)"
"11551","c(-0.452238709527608, 0.999257042991835)"
"11552","c(-0.452238709527608, 0.999257042991835)"
"11553","c(-0.452238709527608, 0.999257042991835)"
"11554","c(-0.452238709527608, 0.999257042991835)"
"11555","c(-0.452238709527608, 0.999257042991835)"
"11556","c(-0.452238709527608, 0.999257042991835)"
"11557","c(-0.452238709527608, 0.999257042991835)"
"11558","c(-0.452238709527608, 0.999257042991835)"
"11559","c(-0.452238709527608, 0.999257042991835)"
"11560","c(-0.452238709527608, 0.999257042991835)"
"11561","c(-0.452238709527608, 0.999257042991835)"
"11562","c(-0.452238709527608, 0.999257042991835)"
"11563","c(-0.452238709527608, 0.999257042991835)"
"11564","c(-0.726881392153509, 0.997546493450028)"
"11565","c(-0.726881392153509, 0.997546493450028)"
"11566","c(-0.726881392153509, 0.997546493450028)"
"11567","c(-0.726881392153509, 0.997546493450028)"
"11568","c(-0.726881392153509, 0.997546493450028)"
"11569","c(-0.726881392153509, 0.997546493450028)"
"11570","c(-0.726881392153509, 0.997546493450028)"
"11571","c(-0.726881392153509, 0.997546493450028)"
"11572","c(-0.726881392153509, 0.997546493450028)"
"11573","c(-0.726881392153509, 0.997546493450028)"
"11574","c(-0.726881392153509, 0.997546493450028)"
"11575","c(-0.726881392153509, 0.997546493450028)"
"11576","c(-0.726881392153509, 0.997546493450028)"
"11577","c(-0.726881392153509, 0.997546493450028)"
"11578","c(-0.726881392153509, 0.997546493450028)"
"11579","c(-0.726881392153509, 0.997546493450028)"
"11580","c(-0.726881392153509, 0.997546493450028)"
"11581","c(-0.726881392153509, 0.997546493450028)"
"11582","c(-0.726881392153509, 0.997546493450028)"
"11583","c(-0.726881392153509, 0.997546493450028)"
"11584","c(-0.726881392153509, 0.997546493450028)"
"11585","c(-0.726881392153509, 0.997546493450028)"
"11586","c(-0.726881392153509, 0.997546493450028)"
"11587","c(-0.726881392153509, 0.997546493450028)"
"11588","c(-0.726881392153509, 0.997546493450028)"
"11589","c(-0.726881392153509, 0.997546493450028)"
"11590","c(-0.726881392153509, 0.997546493450028)"
"11591","c(-0.726881392153509, 0.997546493450028)"
"11592","c(-0.726881392153509, 0.997546493450028)"
"11593","c(-0.726881392153509, 0.997546493450028)"
"11594","c(-0.726881392153509, 0.997546493450028)"
"11595","c(-0.726881392153509, 0.997546493450028)"
"11596","c(-0.726881392153509, 0.997546493450028)"
"11597","c(-0.726881392153509, 0.997546493450028)"
"11598","c(-0.726881392153509, 0.997546493450028)"
"11599","c(-0.726881392153509, 0.997546493450028)"
"11600","c(-0.7506090414866, 0.997767335861349)"
"11601","c(-0.7506090414866, 0.997767335861349)"
"11602","c(-0.7506090414866, 0.997767335861349)"
"11603","c(-0.7506090414866, 0.997767335861349)"
"11604","c(-0.7506090414866, 0.997767335861349)"
"11605","c(-0.7506090414866, 0.997767335861349)"
"11606","c(-0.7506090414866, 0.997767335861349)"
"11607","c(-0.7506090414866, 0.997767335861349)"
"11608","c(-0.7506090414866, 0.997767335861349)"
"11609","c(-0.7506090414866, 0.997767335861349)"
"11610","c(-0.7506090414866, 0.997767335861349)"
"11611","c(-0.7506090414866, 0.997767335861349)"
"11612","c(-0.7506090414866, 0.997767335861349)"
"11613","c(-0.7506090414866, 0.997767335861349)"
"11614","c(-0.7506090414866, 0.997767335861349)"
"11615","c(-0.7506090414866, 0.997767335861349)"
"11616","c(-0.7506090414866, 0.997767335861349)"
"11617","c(-0.7506090414866, 0.997767335861349)"
"11618","c(-0.7506090414866, 0.997767335861349)"
"11619","c(-0.7506090414866, 0.997767335861349)"
"11620","c(-0.7506090414866, 0.997767335861349)"
"11621","c(-0.7506090414866, 0.997767335861349)"
"11622","c(-0.575606439822049, 0.996719533674476)"
"11623","c(-0.575606439822049, 0.996719533674476)"
"11624","c(-0.575606439822049, 0.996719533674476)"
"11625","c(-0.575606439822049, 0.996719533674476)"
"11626","c(-0.575606439822049, 0.996719533674476)"
"11627","c(-0.575606439822049, 0.996719533674476)"
"11628","c(-0.575606439822049, 0.996719533674476)"
"11629","c(-0.575606439822049, 0.996719533674476)"
"11630","c(-0.575606439822049, 0.996719533674476)"
"11631","c(-0.575606439822049, 0.996719533674476)"
"11632","c(-0.575606439822049, 0.996719533674476)"
"11633","c(-0.575606439822049, 0.996719533674476)"
"11634","c(-0.575606439822049, 0.996719533674476)"
"11635","c(-0.575606439822049, 0.996719533674476)"
"11636","c(-0.575606439822049, 0.996719533674476)"
"11637","c(-0.575606439822049, 0.996719533674476)"
"11638","c(-0.575606439822049, 0.996719533674476)"
"11639","c(-0.575606439822049, 0.996719533674476)"
"11640","c(-0.575606439822049, 0.996719533674476)"
"11641","c(-0.575606439822049, 0.996719533674476)"
"11642","c(-0.575606439822049, 0.996719533674476)"
"11643","c(-0.575606439822049, 0.996719533674476)"
"11644","c(-0.575606439822049, 0.996719533674476)"
"11645","c(-0.575606439822049, 0.996719533674476)"
"11646","c(-0.575606439822049, 0.996719533674476)"
"11647","c(-0.575606439822049, 0.996719533674476)"
"11648","c(-0.575606439822049, 0.996719533674476)"
"11649","c(-0.575606439822049, 0.996719533674476)"
"11650","c(-0.575606439822049, 0.996719533674476)"
"11651","c(-0.575606439822049, 0.996719533674476)"
"11652","c(-0.575606439822049, 0.996719533674476)"
"11653","c(-0.575606439822049, 0.996719533674476)"
"11654","c(-0.575606439822049, 0.996719533674476)"
"11655","c(-0.575606439822049, 0.996719533674476)"
"11656","c(-0.575606439822049, 0.996719533674476)"
"11657","c(-0.575606439822049, 0.996719533674476)"
"11658","c(-0.723930986509834, 0.996619201211089)"
"11659","c(-0.723930986509834, 0.996619201211089)"
"11660","c(-0.723930986509834, 0.996619201211089)"
"11661","c(-0.723930986509834, 0.996619201211089)"
"11662","c(-0.723930986509834, 0.996619201211089)"
"11663","c(-0.723930986509834, 0.996619201211089)"
"11664","c(-0.723930986509834, 0.996619201211089)"
"11665","c(-0.723930986509834, 0.996619201211089)"
"11666","c(-0.723930986509834, 0.996619201211089)"
"11667","c(-0.723930986509834, 0.996619201211089)"
"11668","c(-0.723930986509834, 0.996619201211089)"
"11669","c(-0.723930986509834, 0.996619201211089)"
"11670","c(-0.723930986509834, 0.996619201211089)"
"11671","c(-0.723930986509834, 0.996619201211089)"
"11672","c(-0.723930986509834, 0.996619201211089)"
"11673","c(-0.723930986509834, 0.996619201211089)"
"11674","c(-0.723930986509834, 0.996619201211089)"
"11675","c(-0.723930986509834, 0.996619201211089)"
"11676","c(-0.723930986509834, 0.996619201211089)"
"11677","c(-0.723930986509834, 0.996619201211089)"
"11678","c(-0.723930986509834, 0.996619201211089)"
"11679","c(-0.723930986509834, 0.996619201211089)"
"11680","c(-0.723930986509834, 0.996619201211089)"
"11681","c(-0.723930986509834, 0.996619201211089)"
"11682","c(-0.723930986509834, 0.996619201211089)"
"11683","c(-0.723930986509834, 0.996619201211089)"
"11684","c(-0.723930986509834, 0.996619201211089)"
"11685","c(-0.723930986509834, 0.996619201211089)"
"11686","c(-0.723930986509834, 0.996619201211089)"
"11687","c(-0.723930986509834, 0.996619201211089)"
"11688","c(-0.723930986509834, 0.996619201211089)"
"11689","c(-0.723930986509834, 0.996619201211089)"
"11690","c(-0.723930986509834, 0.996619201211089)"
"11691","c(-0.723930986509834, 0.996619201211089)"
"11692","c(-0.723930986509834, 0.996619201211089)"
"11693","c(-0.723930986509834, 0.996619201211089)"
"11694","c(-0.7506090414866, 0.997767335861349)"
"11695","c(-0.7506090414866, 0.997767335861349)"
"11696","c(-0.7506090414866, 0.997767335861349)"
"11697","c(-0.7506090414866, 0.997767335861349)"
"11698","c(-0.7506090414866, 0.997767335861349)"
"11699","c(-0.7506090414866, 0.997767335861349)"
"11700","c(-0.7506090414866, 0.997767335861349)"
"11701","c(-0.7506090414866, 0.997767335861349)"
"11702","c(-0.7506090414866, 0.997767335861349)"
"11703","c(-0.7506090414866, 0.997767335861349)"
"11704","c(-0.7506090414866, 0.997767335861349)"
"11705","c(-0.7506090414866, 0.997767335861349)"
"11706","c(-0.7506090414866, 0.997767335861349)"
"11707","c(-0.7506090414866, 0.997767335861349)"
"11708","c(-0.7506090414866, 0.997767335861349)"
"11709","c(-0.7506090414866, 0.997767335861349)"
"11710","c(-0.7506090414866, 0.997767335861349)"
"11711","c(-0.7506090414866, 0.997767335861349)"
"11712","c(-0.7506090414866, 0.997767335861349)"
"11713","c(-0.7506090414866, 0.997767335861349)"
"11714","c(-0.7506090414866, 0.997767335861349)"
"11715","c(-0.7506090414866, 0.997767335861349)"
"11716","c(-0.7506090414866, 0.997767335861349)"
"11717","c(-0.7506090414866, 0.997767335861349)"
"11718","c(-0.7506090414866, 0.997767335861349)"
"11719","c(-0.7506090414866, 0.997767335861349)"
"11720","c(-0.7506090414866, 0.997767335861349)"
"11721","c(-0.7506090414866, 0.997767335861349)"
"11722","c(-0.7506090414866, 0.997767335861349)"
"11723","c(-0.7506090414866, 0.997767335861349)"
"11724","c(-0.7506090414866, 0.997767335861349)"
"11725","c(-0.7506090414866, 0.997767335861349)"
"11726","c(-0.7506090414866, 0.997767335861349)"
"11727","c(-0.7506090414866, 0.997767335861349)"
"11728","c(-0.7506090414866, 0.997767335861349)"
"11729","c(-0.7506090414866, 0.997767335861349)"
"11730","c(-0.575606439822049, 0.996719533674476)"
"11731","c(-0.575606439822049, 0.996719533674476)"
"11732","c(-0.575606439822049, 0.996719533674476)"
"11733","c(-0.575606439822049, 0.996719533674476)"
"11734","c(-0.575606439822049, 0.996719533674476)"
"11735","c(-0.575606439822049, 0.996719533674476)"
"11736","c(-0.575606439822049, 0.996719533674476)"
"11737","c(-0.575606439822049, 0.996719533674476)"
"11738","c(-0.575606439822049, 0.996719533674476)"
"11739","c(-0.575606439822049, 0.996719533674476)"
"11740","c(-0.575606439822049, 0.996719533674476)"
"11741","c(-0.575606439822049, 0.996719533674476)"
"11742","c(-0.575606439822049, 0.996719533674476)"
"11743","c(-0.575606439822049, 0.996719533674476)"
"11744","c(-0.575606439822049, 0.996719533674476)"
"11745","c(-0.575606439822049, 0.996719533674476)"
"11746","c(-0.575606439822049, 0.996719533674476)"
"11747","c(-0.575606439822049, 0.996719533674476)"
"11748","c(-0.575606439822049, 0.996719533674476)"
"11749","c(-0.575606439822049, 0.996719533674476)"
"11750","c(-0.575606439822049, 0.996719533674476)"
"11751","c(-0.575606439822049, 0.996719533674476)"
"11752","c(-0.575606439822049, 0.996719533674476)"
"11753","c(-0.575606439822049, 0.996719533674476)"
"11754","c(-0.575606439822049, 0.996719533674476)"
"11755","c(-0.575606439822049, 0.996719533674476)"
"11756","c(-0.575606439822049, 0.996719533674476)"
"11757","c(-0.575606439822049, 0.996719533674476)"
"11758","c(-0.575606439822049, 0.996719533674476)"
"11759","c(-0.575606439822049, 0.996719533674476)"
"11760","c(-0.575606439822049, 0.996719533674476)"
"11761","c(-0.575606439822049, 0.996719533674476)"
"11762","c(-0.575606439822049, 0.996719533674476)"
"11763","c(-0.575606439822049, 0.996719533674476)"
"11764","c(-0.575606439822049, 0.996719533674476)"
"11765","c(-0.575606439822049, 0.996719533674476)"
"11766","c(-0.723930986509834, 0.996619201211089)"
"11767","c(-0.723930986509834, 0.996619201211089)"
"11768","c(-0.723930986509834, 0.996619201211089)"
"11769","c(-0.723930986509834, 0.996619201211089)"
"11770","c(-0.723930986509834, 0.996619201211089)"
"11771","c(-0.723930986509834, 0.996619201211089)"
"11772","c(-0.723930986509834, 0.996619201211089)"
"11773","c(-0.723930986509834, 0.996619201211089)"
"11774","c(-0.723930986509834, 0.996619201211089)"
"11775","c(-0.723930986509834, 0.996619201211089)"
"11776","c(-0.723930986509834, 0.996619201211089)"
"11777","c(-0.723930986509834, 0.996619201211089)"
"11778","c(-0.723930986509834, 0.996619201211089)"
"11779","c(-0.723930986509834, 0.996619201211089)"
"11780","c(-0.723930986509834, 0.996619201211089)"
"11781","c(-0.723930986509834, 0.996619201211089)"
"11782","c(-0.723930986509834, 0.996619201211089)"
"11783","c(-0.723930986509834, 0.996619201211089)"
"11784","c(-0.723930986509834, 0.996619201211089)"
"11785","c(-0.723930986509834, 0.996619201211089)"
"11786","c(-0.723930986509834, 0.996619201211089)"
"11787","c(-0.723930986509834, 0.996619201211089)"
"11788","c(-0.723930986509834, 0.996619201211089)"
"11789","c(-0.723930986509834, 0.996619201211089)"
"11790","c(-0.723930986509834, 0.996619201211089)"
"11791","c(-0.723930986509834, 0.996619201211089)"
"11792","c(-0.723930986509834, 0.996619201211089)"
"11793","c(-0.723930986509834, 0.996619201211089)"
"11794","c(-0.723930986509834, 0.996619201211089)"
"11795","c(-0.723930986509834, 0.996619201211089)"
"11796","c(-0.723930986509834, 0.996619201211089)"
"11797","c(-0.723930986509834, 0.996619201211089)"
"11798","c(-0.723930986509834, 0.996619201211089)"
"11799","c(-0.723930986509834, 0.996619201211089)"
"11800","c(-0.723930986509834, 0.996619201211089)"
"11801","c(-0.723930986509834, 0.996619201211089)"
"11802","c(-0.7506090414866, 0.997767335861349)"
"11803","c(-0.7506090414866, 0.997767335861349)"
"11804","c(-0.7506090414866, 0.997767335861349)"
"11805","c(-0.7506090414866, 0.997767335861349)"
"11806","c(-0.7506090414866, 0.997767335861349)"
"11807","c(-0.7506090414866, 0.997767335861349)"
"11808","c(-0.7506090414866, 0.997767335861349)"
"11809","c(-0.7506090414866, 0.997767335861349)"
"11810","c(-0.7506090414866, 0.997767335861349)"
"11811","c(-0.7506090414866, 0.997767335861349)"
"11812","c(-0.7506090414866, 0.997767335861349)"
"11813","c(-0.7506090414866, 0.997767335861349)"
"11814","c(-0.7506090414866, 0.997767335861349)"
"11815","c(-0.7506090414866, 0.997767335861349)"
"11816","c(-0.7506090414866, 0.997767335861349)"
"11817","c(-0.7506090414866, 0.997767335861349)"
"11818","c(-0.7506090414866, 0.997767335861349)"
"11819","c(-0.7506090414866, 0.997767335861349)"
"11820","c(-0.7506090414866, 0.997767335861349)"
"11821","c(-0.7506090414866, 0.997767335861349)"
"11822","c(-0.7506090414866, 0.997767335861349)"
"11823","c(-0.7506090414866, 0.997767335861349)"
"11824","c(-0.7506090414866, 0.997767335861349)"
"11825","c(-0.7506090414866, 0.997767335861349)"
"11826","c(-0.7506090414866, 0.997767335861349)"
"11827","c(-0.7506090414866, 0.997767335861349)"
"11828","c(-0.7506090414866, 0.997767335861349)"
"11829","c(-0.7506090414866, 0.997767335861349)"
"11830","c(-0.7506090414866, 0.997767335861349)"
"11831","c(-0.7506090414866, 0.997767335861349)"
"11832","c(-0.7506090414866, 0.997767335861349)"
"11833","c(-0.7506090414866, 0.997767335861349)"
"11834","c(-0.7506090414866, 0.997767335861349)"
"11835","c(-0.7506090414866, 0.997767335861349)"
"11836","c(-0.7506090414866, 0.997767335861349)"
"11837","c(-0.7506090414866, 0.997767335861349)"
"11838","c(-0.575606439822049, 0.996719533674476)"
"11839","c(-0.575606439822049, 0.996719533674476)"
"11840","c(-0.575606439822049, 0.996719533674476)"
"11841","c(-0.575606439822049, 0.996719533674476)"
"11842","c(-0.575606439822049, 0.996719533674476)"
"11843","c(-0.575606439822049, 0.996719533674476)"
"11844","c(-0.575606439822049, 0.996719533674476)"
"11845","c(-0.575606439822049, 0.996719533674476)"
"11846","c(-0.575606439822049, 0.996719533674476)"
"11847","c(-0.575606439822049, 0.996719533674476)"
"11848","c(-0.575606439822049, 0.996719533674476)"
"11849","c(-0.575606439822049, 0.996719533674476)"
"11850","c(-0.575606439822049, 0.996719533674476)"
"11851","c(-0.575606439822049, 0.996719533674476)"
"11852","c(-0.575606439822049, 0.996719533674476)"
"11853","c(-0.575606439822049, 0.996719533674476)"
"11854","c(-0.575606439822049, 0.996719533674476)"
"11855","c(-0.575606439822049, 0.996719533674476)"
"11856","c(-0.575606439822049, 0.996719533674476)"
"11857","c(-0.575606439822049, 0.996719533674476)"
"11858","c(-0.575606439822049, 0.996719533674476)"
"11859","c(-0.575606439822049, 0.996719533674476)"
"11860","c(-0.575606439822049, 0.996719533674476)"
"11861","c(-0.575606439822049, 0.996719533674476)"
"11862","c(-0.575606439822049, 0.996719533674476)"
"11863","c(-0.575606439822049, 0.996719533674476)"
"11864","c(-0.575606439822049, 0.996719533674476)"
"11865","c(-0.575606439822049, 0.996719533674476)"
"11866","c(-0.575606439822049, 0.996719533674476)"
"11867","c(-0.575606439822049, 0.996719533674476)"
"11868","c(-0.575606439822049, 0.996719533674476)"
"11869","c(-0.575606439822049, 0.996719533674476)"
"11870","c(-0.575606439822049, 0.996719533674476)"
"11871","c(-0.575606439822049, 0.996719533674476)"
"11872","c(-0.575606439822049, 0.996719533674476)"
"11873","c(-0.575606439822049, 0.996719533674476)"
"11874","c(-0.723930986509834, 0.996619201211089)"
"11875","c(-0.723930986509834, 0.996619201211089)"
"11876","c(-0.723930986509834, 0.996619201211089)"
"11877","c(-0.723930986509834, 0.996619201211089)"
"11878","c(-0.723930986509834, 0.996619201211089)"
"11879","c(-0.723930986509834, 0.996619201211089)"
"11880","c(-0.723930986509834, 0.996619201211089)"
"11881","c(-0.723930986509834, 0.996619201211089)"
"11882","c(-0.723930986509834, 0.996619201211089)"
"11883","c(-0.723930986509834, 0.996619201211089)"
"11884","c(-0.723930986509834, 0.996619201211089)"
"11885","c(-0.723930986509834, 0.996619201211089)"
"11886","c(-0.723930986509834, 0.996619201211089)"
"11887","c(-0.723930986509834, 0.996619201211089)"
"11888","c(-0.723930986509834, 0.996619201211089)"
"11889","c(-0.723930986509834, 0.996619201211089)"
"11890","c(-0.723930986509834, 0.996619201211089)"
"11891","c(-0.723930986509834, 0.996619201211089)"
"11892","c(-0.723930986509834, 0.996619201211089)"
"11893","c(-0.723930986509834, 0.996619201211089)"
"11894","c(-0.723930986509834, 0.996619201211089)"
"11895","c(-0.723930986509834, 0.996619201211089)"
"11896","c(-0.723930986509834, 0.996619201211089)"
"11897","c(-0.723930986509834, 0.996619201211089)"
"11898","c(-0.723930986509834, 0.996619201211089)"
"11899","c(-0.723930986509834, 0.996619201211089)"
"11900","c(-0.723930986509834, 0.996619201211089)"
"11901","c(-0.723930986509834, 0.996619201211089)"
"11902","c(-0.723930986509834, 0.996619201211089)"
"11903","c(-0.723930986509834, 0.996619201211089)"
"11904","c(-0.723930986509834, 0.996619201211089)"
"11905","c(-0.723930986509834, 0.996619201211089)"
"11906","c(-0.723930986509834, 0.996619201211089)"
"11907","c(-0.723930986509834, 0.996619201211089)"
"11908","c(-0.723930986509834, 0.996619201211089)"
"11909","c(-0.723930986509834, 0.996619201211089)"
"11910","c(-0.7506090414866, 0.997767335861349)"
"11911","c(-0.7506090414866, 0.997767335861349)"
"11912","c(-0.7506090414866, 0.997767335861349)"
"11913","c(-0.7506090414866, 0.997767335861349)"
"11914","c(-0.7506090414866, 0.997767335861349)"
"11915","c(-0.7506090414866, 0.997767335861349)"
"11916","c(-0.7506090414866, 0.997767335861349)"
"11917","c(-0.7506090414866, 0.997767335861349)"
"11918","c(-0.7506090414866, 0.997767335861349)"
"11919","c(-0.7506090414866, 0.997767335861349)"
"11920","c(-0.7506090414866, 0.997767335861349)"
"11921","c(-0.7506090414866, 0.997767335861349)"
"11922","c(-0.7506090414866, 0.997767335861349)"
"11923","c(-0.7506090414866, 0.997767335861349)"
"11924","c(-0.7506090414866, 0.997767335861349)"
"11925","c(-0.7506090414866, 0.997767335861349)"
"11926","c(-0.7506090414866, 0.997767335861349)"
"11927","c(-0.7506090414866, 0.997767335861349)"
"11928","c(-0.7506090414866, 0.997767335861349)"
"11929","c(-0.7506090414866, 0.997767335861349)"
"11930","c(-0.7506090414866, 0.997767335861349)"
"11931","c(-0.7506090414866, 0.997767335861349)"
"11932","c(-0.7506090414866, 0.997767335861349)"
"11933","c(-0.7506090414866, 0.997767335861349)"
"11934","c(-0.7506090414866, 0.997767335861349)"
"11935","c(-0.7506090414866, 0.997767335861349)"
"11936","c(-0.7506090414866, 0.997767335861349)"
"11937","c(-0.7506090414866, 0.997767335861349)"
"11938","c(-0.7506090414866, 0.997767335861349)"
"11939","c(-0.7506090414866, 0.997767335861349)"
"11940","c(-0.7506090414866, 0.997767335861349)"
"11941","c(-0.7506090414866, 0.997767335861349)"
"11942","c(-0.7506090414866, 0.997767335861349)"
"11943","c(-0.7506090414866, 0.997767335861349)"
"11944","c(-0.7506090414866, 0.997767335861349)"
"11945","c(-0.7506090414866, 0.997767335861349)"
"11946","c(-0.575606439822049, 0.996719533674476)"
"11947","c(-0.575606439822049, 0.996719533674476)"
"11948","c(-0.575606439822049, 0.996719533674476)"
"11949","c(-0.575606439822049, 0.996719533674476)"
"11950","c(-0.575606439822049, 0.996719533674476)"
"11951","c(-0.575606439822049, 0.996719533674476)"
"11952","c(-0.575606439822049, 0.996719533674476)"
"11953","c(-0.575606439822049, 0.996719533674476)"
"11954","c(-0.575606439822049, 0.996719533674476)"
"11955","c(-0.575606439822049, 0.996719533674476)"
"11956","c(-0.575606439822049, 0.996719533674476)"
"11957","c(-0.575606439822049, 0.996719533674476)"
"11958","c(-0.575606439822049, 0.996719533674476)"
"11959","c(-0.575606439822049, 0.996719533674476)"
"11960","c(-0.575606439822049, 0.996719533674476)"
"11961","c(-0.575606439822049, 0.996719533674476)"
"11962","c(-0.575606439822049, 0.996719533674476)"
"11963","c(-0.575606439822049, 0.996719533674476)"
"11964","c(-0.575606439822049, 0.996719533674476)"
"11965","c(-0.575606439822049, 0.996719533674476)"
